path,class
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_122859.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_de_las_pesas_granada.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_atarazanas_malaga4.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5bcdf82621374.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5d0383b7abaf0.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/dintel_adovelado2.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5db444d933327.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5dd41b35bc692.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5db2c2e015c8c.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5e4fb7d4eb466.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/patio_doncella_reales_alcazares_sevilla6.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_justicia_granada2.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5db2e772b2a7e.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/medina_azahara29.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/corral_carbon_granada11.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/medina_azahara2.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5c1b60d5c92de.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/corral_carbon_granada6.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_112635.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/patio_doncella_reales_alcazares_sevilla2.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/alcazaba_malaga2.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5bad538f2022e.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/dintel_adovelado7.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_150254.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5bafb615991d4.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5c45b1ab7eacc.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/aljibe_san_miguel_bajo.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5e5245bcb4ee4.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5e4fb9bc9e1ae.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_115637.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5bec1e6a04058.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_del_vino_granada8.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_de_las_pesas_granada2.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5b8ecd7349a8e.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5db2bfe305c0b.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_125945.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_de_las_pesas_granada6.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_atarazanas_malaga6.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/medina_azahara3.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5bccb0f95a19f.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/patio_yeso_reales_alcazares_sevilla5.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_115640.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/dintel_adovelado3.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_113415.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_112853.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5baf1bc3da161.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5c8b7b494b579.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_visires_mezquita_cordoba4.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_del_vino_granada3.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_130052.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/medina_azahara14.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_de_las_pesas_granada5.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/medina_azahara13.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/patio_doncella_reales_alcazares_sevilla3.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5bb0a6a0a9219.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5bd35122f11d2.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5bacbaeb59ca4.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5dd41a8a19a4a.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_113410.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_monaita_granada.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_115633.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_del_vino_granada2.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/corralcarbon.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_justicia_granada4.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/5bae5ad571fb8.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_del_vino_granada11.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_atarazanas_malaga8.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/20181212_115543.jpg,0
../Data/Dataset-IGRB1092_14cls/01.musulman/puerta_de_las_pesas_granada7.jpg,0
